partner_name,url_slug,full_url,date_scraped,partner_website,portal_detected,portal_type,portal_url,owner_portal_type,owner_portal_url,detection_method,date_portal_detected
Real Property Management - Piedmont,rpm-piedmont,https://www.secondnature.com/property-management/rpm-piedmont,2026-03-13,http://www.rpmpiedmont.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Pittsburgh,rpm-pittsburgh,https://www.secondnature.com/property-management/rpm-pittsburgh,2026-03-13,http://www.rpmpittsburgh.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Preferred,rpm-preferred,https://www.secondnature.com/property-management/rpm-preferred,2026-03-13,http://www.htownrpm.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Premier,rpm-premier,https://www.secondnature.com/property-management/rpm-premier,2026-03-13,http://www.rpmpremierfl.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Premium,rpm-premium,https://www.secondnature.com/property-management/rpm-premium,2026-03-13,http://www.rpmpremium.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Presidential,rpm-presidential,https://www.secondnature.com/property-management/rpm-presidential,2026-03-13,http://www.rpmpresidential.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Prestige,rpm-prestige,https://www.secondnature.com/property-management/rpm-prestige,2026-03-13,http://www.prestigerpm.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Priority,rpm-priority,https://www.secondnature.com/property-management/rpm-priority,2026-03-13,http://www.rpmpriority.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Pros,rpm-pros,https://www.secondnature.com/property-management/rpm-pros,2026-03-13,http://www.managementpros.com/,true,AppFolio,,,,,
Real Property Management Prosperity,rpm-prosperity,https://www.secondnature.com/property-management/rpm-prosperity,2026-03-13,http://www.rpmprosperity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Qualified,rpm-qualified,https://www.secondnature.com/property-management/rpm-qualified,2026-03-13,http://www.rpmqualified.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Queen City,rpm-queen-city,https://www.secondnature.com/property-management/rpm-queen-city,2026-03-13,http://www.rpmqueencity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Quest,rpm-quest,https://www.secondnature.com/property-management/rpm-quest,2026-03-13,http://www.rpmquest.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Regions,rpm-regions,https://www.secondnature.com/property-management/rpm-regions,2026-03-13,http://www.rpmregions.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Renowned,rpm-renowed,https://www.secondnature.com/property-management/rpm-renowed,2026-03-13,http://www.rpmrenowned.com/,true,AppFolio,https://rpmmd014.appfolio.com/connect/users/sign_in,,,tenant portal (link),
Real Property Management - Results,rpm-results,https://www.secondnature.com/property-management/rpm-results,2026-03-13,http://www.rpmresults.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Richmond Metro,rpm-richmond-metro,https://www.secondnature.com/property-management/rpm-richmond-metro,2026-03-13,http://www.rpmrichmondmetro.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Sailfish Coast,rpm-sailfish-coast,https://www.secondnature.com/property-management/rpm-sailfish-coast,2026-03-13,http://www.rpmsailfishcoast.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Salt Lake City,rpm-salt-lake-city,https://www.secondnature.com/property-management/rpm-salt-lake-city,2026-03-13,http://www.realpropertymanagementsaltlakecity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Sapphire,rpm-sapphire,https://www.secondnature.com/property-management/rpm-sapphire,2026-03-13,http://www.rpmsapphire.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Seacoast New Hampshire,rpm-seacoast-nh,https://www.secondnature.com/property-management/rpm-seacoast-nh,2026-03-13,http://www.rpmseacoastnh.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Seasons,rpm-seasons,https://www.secondnature.com/property-management/rpm-seasons,2026-03-13,http://www.rpmseasons.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Simplified,rpm-simplified,https://www.secondnature.com/property-management/rpm-simplified,2026-03-13,http://www.rpmsimplified.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management SoFlo,rpm-soflo,https://www.secondnature.com/property-management/rpm-soflo,2026-03-13,http://www.rpmsoflo.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Solutions,rpm-solutions,https://www.secondnature.com/property-management/rpm-solutions,2026-03-13,http://realpropertymanagement.org/,true,DoorLoop,https://rpms.app.doorloop.com/auth/login,,,pay rent online (link),
Real Property Management South Orlando,rpm-south-orlando,https://www.secondnature.com/property-management/rpm-south-orlando,2026-03-13,http://www.southorlandorpm.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
RPM South Shore,rpm-south-shore,https://www.secondnature.com/property-management/rpm-south-shore,2026-03-13,http://www.rpmsouthshore.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Southland,rpm-southland,https://www.secondnature.com/property-management/rpm-southland,2026-03-13,http://www.rpmsouthland.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Specialist,rpm-specialist,https://www.secondnature.com/property-management/rpm-specialist,2026-03-13,http://www.rpmspecialist.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Steel City,rpm-steel-city,https://www.secondnature.com/property-management/rpm-steel-city,2026-03-13,http://www.rpmsteelcity.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Stellar,rpm-stellar,https://www.secondnature.com/property-management/rpm-stellar,2026-03-13,http://www.rpmstellar.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Sterling,rpm-sterling,https://www.secondnature.com/property-management/rpm-sterling,2026-03-13,http://www.rpmsterling.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Success,rpm-success,https://www.secondnature.com/property-management/rpm-success,2026-03-13,http://www.realpropertysuccess.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Sugarland,rpm-sugarland,https://www.secondnature.com/property-management/rpm-sugarland,2026-03-13,http://www.rpmsugarland.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Summit,rpm-summit,https://www.secondnature.com/property-management/rpm-summit,2026-03-13,http://www.rpmsummit.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Sunstate,rpm-sunstate,https://www.secondnature.com/property-management/rpm-sunstate,2026-03-13,http://www.rpmsunstate.com/,true,AppFolio,https://www.rpmsunstate.com/tenants,,,tenant portal (link) via page-source,
Real Property Management SW Coast,rpm-sw-coast,https://www.secondnature.com/property-management/rpm-sw-coast,2026-03-13,http://www.rpmswcoast.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Talent,rpm-talent,https://www.secondnature.com/property-management/rpm-talent,2026-03-13,http://www.talentrpm.com/,true,AppFolio,https://www.talentrpm.com/tenants,,,tenant portal (link) via page-source,
Real Property Management Thrive,rpm-thrive,https://www.secondnature.com/property-management/rpm-thrive,2026-03-13,http://www.rpmthrive.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Tidal,rpm-tidal,https://www.secondnature.com/property-management/rpm-tidal,2026-03-13,http://www.rpmtidal.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management TradeWinds,rpm-tradewinds,https://www.secondnature.com/property-management/rpm-tradewinds,2026-03-13,http://www.rpmtradewinds.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Trailhead,rpm-trailhead,https://www.secondnature.com/property-management/rpm-trailhead,2026-03-13,http://www.rpmtrailhead.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Trusted Hands,rpm-trusted-hands,https://www.secondnature.com/property-management/rpm-trusted-hands,2026-03-13,http://www.rpmtrustedhands.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Trustworthy,rpm-trustworthy,https://www.secondnature.com/property-management/rpm-trustworthy,2026-03-13,http://www.rpmtrustworthy.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Upcountry,rpm-upcountry,https://www.secondnature.com/property-management/rpm-upcountry,2026-03-13,http://www.rpmupcountry.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Vanguard,rpm-vanguard,https://www.secondnature.com/property-management/rpm-vanguard,2026-03-13,http://www.rpmvanguard.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Varanasi,rpm-varanasi,https://www.secondnature.com/property-management/rpm-varanasi,2026-03-13,http://www.rpmvaranasi.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Verita,rpm-verita,https://www.secondnature.com/property-management/rpm-verita,2026-03-13,http://www.rpmverita.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Vesta,rpm-vesta,https://www.secondnature.com/property-management/rpm-vesta,2026-03-13,http://www.rpmvesta.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Vision,rpm-vision,https://www.secondnature.com/property-management/rpm-vision,2026-03-13,http://www.rpm-vision.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Washington DC,rpm-washington-dc,https://www.secondnature.com/property-management/rpm-washington-dc,2026-03-13,http://www.rpmwashingtondc.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - West San Fernando Valley,rpm-west-san-fernando,https://www.secondnature.com/property-management/rpm-west-san-fernando,2026-03-13,http://rpmsanfernandovalley.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management - Zenith,rpm-zenith,https://www.secondnature.com/property-management/rpm-zenith,2026-03-13,http://www.rpmzenith.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Real Property Management Inc,rpmi,https://www.secondnature.com/property-management/rpmi,2026-03-13,http://rpmredding.com/,true,AppFolio,,,,,
RPPM,rppm,https://www.secondnature.com/property-management/rppm,2026-03-13,http://rppm.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
RTP Properties NC,rtp,https://www.secondnature.com/property-management/rtp,2026-03-13,http://rtppropertiesnc.com/,true,AppFolio,http://rtppropertiesnc.com/,,,page source scan,
Rubec Properties,rubec-properties,https://www.secondnature.com/property-management/rubec-properties,2026-03-13,http://www.rubecproperties.com/,true,AppFolio,,,,,
The RVA Group Realty,rva-group,https://www.secondnature.com/property-management/rva-group,2026-03-13,http://www.thervagroup.com/,true,Rentvine,,,,,
Sage Real Estate and Property Management,sage,https://www.secondnature.com/property-management/sage,2026-03-13,http://www.sagesalespm.com/,false,Confirmed None,,,,exhaustive check — no portal found,
PMI Santa Cruz,santacruz,https://www.secondnature.com/property-management/santacruz,2026-03-13,http://www.pmisantacruz.com/,true,Rentvine,,,,,
Sapir Realty,sapir-realty,https://www.secondnature.com/property-management/sapir-realty,2026-03-13,http://sapirrealty.com/,true,Rentvine,,,,,
Sartorelli Real Estate,sartorelli,https://www.secondnature.com/property-management/sartorelli,2026-03-13,http://www.ashevillepropertymanagement.net/,true,Buildium,https://signin.managebuilding.com/Resident/portal/global-login,Buildium,https://signin.managebuilding.com/manager/public/authentication/login?ReturnUrl=%2Fmanager%2Fapp%2Fhomepage%2Fdashboard,login (link),
Schwalb Realty,schwalb-realty,https://www.secondnature.com/property-management/schwalb-realty,2026-03-13,http://www.schwalbrealty.com/,true,AppFolio,https://www.schwalbrealty.com/tenant-portal,AppFolio,https://www.schwalbrealty.com/owner-statement,tenant portal (link) via page-source,
SE Management Groups Inc,se-management-groups,https://www.secondnature.com/property-management/se-management-groups,2026-03-13,http://www.bestrealtyspecialists.com/,false,Error,,,,site unreachable,
Select Property Management Group,select-pmg,https://www.secondnature.com/property-management/select-pmg,2026-03-13,http://www.selectpmg.com/,true,AppFolio,https://www.selectpmg.com/tenant-portal,AppFolio,https://www.selectpmg.com/owner-statement,tenant portal (link) via page-source,
Serenity Realty Group Inc,serenity-rgi,https://www.secondnature.com/property-management/serenity-rgi,2026-03-13,http://www.serenityrg.com/,true,Rentvine,,,,,
